Autor,Titulo,Año de publicación,Volumen,Pagina-inicio,Pagina-fin,No páginas,No referencias,Referentes,URL,DOI,PDF,Idioma,Tipo de documento,Área temática/campo,Notas,Edición,Tomo,Número,ISBN
"Cervantes Mendo, Vicente",Montañoa tormentosa,1824,,11,11,1,,Montañoa tormentosa,https://babel.hathitrust.org/cgi/pt?id=hvd.32044106347115&view=1up&seq=61,,Si,Latín,Artículo,Ciencias de la vida,Fascículo 1 y 2,,,,
"Cervantes Mendo, Vicente",Jalambicea repens,1824,,12,13,2,,Jalambicea repens,https://babel.hathitrust.org/cgi/pt?id=hvd.32044106347115&view=1up&seq=62,,Si,Latín,Artículo,Ciencias de la vida,Fascículo 1 y 2,,,,
"Cervantes Mendo, Vicente","Discurso pronunicado el 1 de junio de 1793 por el Br. Manuel María Bernal, en la apertura del curso de botánica en el Jardín de Palacio.",1831,3,158,164,7,,Discurso; curso; botánica ; Jardín; Palacio,https://babel.hathitrust.org/cgi/pt?id=ucm.5324329663&view=1up&seq=164,,Sí,Español,Artículo,Ciencias de la vida,,,3,,
"Cervantes Mendo, Vicente",Informe sobre la nueva especie de Helianto,1865,1,448,450,3,,Informe; especie; Helianto,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999424&view=1up&seq=456,,Si,Español,Artículo,Ciencias de la vida,,,1,27,
"Cervantes Mendo, Vicente","Géneros nuevos de Gramíneas, descubiertos por Sr. Vicente de Cervantes en los alrededores de México",1869,1,343,344,2,,Géneros; Gramíneas,https://www.biodiversitylibrary.org/item/123566#page/427/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,1a serie,,1,,
"Cervantes Mendo, Vicente",Ensayo a la materia medica vegetal de México,1889,,1,47,47,,Ensayo; materia médica; México,https://www.worldcat.org/title/ensayo-a-la-materia-medica-vegetal-de-mexico/oclc/12816915,,No,Español,Monografía,Ciencias de la vida,"Edición de ""El estudio""",,,,
"Cervantes Mendo, Vicente","Discurso sobre las plantas medicinales que crecen en las cercanias de México, leído en la apertura del curso en el Jardín Botánico de la misma capital, el dia 28 de mayo de 1791",,,,,,,Discurso; plantas medicinales; México,,,No,Español,Monografía,Ciencias de la vida,,,,,
"Cervantes Mendo, Vicente",Lista de plantas oficinales que se hallan en el reino de México,,,,,,,Lista; plantas oficinales; reino; México,,,No,Español,Monografía,Ciencias de la vida,,,,,
"Cervantes Mendo, Vicente","Agrostigraphia mexicana sive enumeratiograminum, juancorun et cyperorum in Valle mexicana, et in montibus collibusque México vicinis crescentium",,,,,,,Agrostigraphia mexicana; Valle mexicana,,,No,Latín,Monografía,Ciencias de la vida,,,,,
"Cervantes Mendo, Vicente",Hortus mexicanus,,,,,,,Hortus mexicanus,,,No,Latín,Monografía,Ciencias de la vida,,,,,
"Cervantes, Julián",Tablas botánicas que para el más pronto y facíl estudio de esta ciencia,1825,,1,35,35,,Tablas botánicas; ciencia,https://www.biodiversitylibrary.org/item/220586#page/9/mode/1up,,Sí,Español,Monografía,Ciencias de la vida,,,,,
"Cerna, David",La thevetia iccotli y sus glucosidos,1880,5,218,227,10,,Thevia iccotli; glucosidos,https://www.biodiversitylibrary.org/item/121642#page/232/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,,,5,,
"Ceruto, Benito; Chiocco, Andrés",El museo de Francisco Calceolario en que contienen muchas plantas de ambas,1622,,,,,,Museo; Francisco Calceolario; plantas,,,No,Español,,Ciencias de la vida,,,,,
"Cervera, José T",Agricultura e industria,1863,1,43,46,4,,Agricultura; industria,https://babel.hathitrust.org/cgi/pt?id=hvd.tz1qgt&view=1up&seq=67,,Sí,Español,Artículo,Ciencias de la vida,,,1,,
"Cervera, José T",El frijol,1863,1,321,324,4,,Frijol,https://babel.hathitrust.org/cgi/pt?id=hvd.tz1qgt&view=1up&seq=371,,Sí,Español,Artículo,Ciencias de la vida,,,1,,
"Aretini Caesalpini, Andreae",De plantis libri XVI,1583,,1,621,621,,Plantis libri,https://ia600606.us.archive.org/6/items/deplantislibrixv00cesa/deplantislibrixv00cesa.pdf,,Sí,Latín,Monografía,Ciencias de la vida,,,,,
Cesati Vicenzo; Gibelli Giuseppe; Passerini Giovanni,Compendio della flora italiana,1867,1,1,215,215,,Compendio; flora italiana,https://books.google.com.mx/books?id=4EI1jzmFaJgC&printsec=frontcover&source=gbs_book_other_versions_r&redir_esc=y,,No,Italiano,Monografía,Ciencias de la vida,2 volumenes en total,,,,
"Cesi, Federico","Tablas fitosoficas: en que declara la naturaleza, y eficacia de todas las plantas, y entre ellas las mexicanas.",,,,,,,Tablas fitosoficas; naturaleza; plantas; mexicanas,,,No,Español,,Ciencias de la vida,,,,,
"Clairville, Joseph Philippe de","Manuel d'herborisation en Suisse et en Valais, rédigé selon le systême de Linné, corrigé par ses propres principes. Avec l'indication d'un nouveau systême dérivé également des principes de ce grand maître.",1811,,1,382,382,,Manuel; herborisation; Suisse; Valais;,http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2135,,Sí,Francés,Fuente secundaria de información,Ciencias de la vida,,,,,
"Clavigero, Francesco Saverio y Goode, George Brown","Storia antica del Messico: cavata da 'migliori storici spagnuoli, e da' manoscritti, e dalle pitture antiche degl 'Indiani: divisa in dieci libri, e corredata di carte geografiche, e di varie figure: e disartazioni sulla terra, sugli animali, e sugli abitatori del Messico",1780-1781,3 y 4,1,591,591,,Storia; Messico; migliori storici; spagnuoli,https://www.biodiversitylibrary.org/item/159147#page/7/mode/1up,https://doi.org/10.5962/bhl.title.83665,Si,Italiano,Monografía,Ciencias de la vida,Esta dividido en 2 tomos,,3 y 4,,
"Clos, Domingo",Reserches sur línflorescence du mais et des dipsacus,1865,,,,,,Reserches; línflorescence; mais; dipsacus,,,No,Francés,,Ciencias de la vida,,,,,
"Clarker, C Benjamin",Comelinaceae,1881,3,113,324,211,,Comelinaceae,https://www.biodiversitylibrary.org/item/100120#page/116/mode/1up,,Si,Francés,Artículo,Ciencias de la vida,,,3,,
"L'Écluse, Charles de",Caroli Clusii .Aliquot notae in Garciae Aromatum historiam,1582,,1,43,43,,Apliquo; Garciae ; historiam,https://books.google.com.tj/books?id=uUK2B7iYSuMC&printsec=frontcover&hl=es&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Si,Latín,Monografía,Ciencias de la vida,,,,,
"L'Écluse, Charles de","Rariorvm plantarvm historia. Quae accesserint, proxima pagina docebit",1601,,1,364,364,,Historia; Rariorvm plantarvm,http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=4983&Pagina=1,,Sí,Latín,Monografía,Ciencias de la vida,Se divide en dos partes,,,,
"L'Écluse, Charles de","Caroli Clusii Atrebatis . Exoticorum libri decem: quibus animalium, plantarum, aromatum, aliorumque peregrinorum fructuum historiæ describuntur: item Petri Bellonii observationes, eodem Carolo Clusio interprete",1605,,1,242,242,,Exoticorum; libri; decem; animalium; plantarum; aromatum; aliorumque peregrinorum ;fructuum ; historiæ,https://books.google.es/books?id=CX6_6rDECBwC&printsec=frontcover&hl=es&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Si,Latín,Monografía,Ciencias de la vida,,,,,
"L'Écluse, Charles de","Cvrae posteriores, sev Plurimarum non antè cognitarum, aut descriptarum stirpium, peregrinorum'que aliquot animalium novae descriptiones: Quibus & omnia ipsius Opera, aliáque ab eo versa augentur, aut illustrantur. Accesit seorsim Everardi Vorstii, Medicinae professoris Clarissimi de eiusdem Caroli Clvsii Vita & Obitu Oratio, aliarum'que Epicedia",1611,,1,173,173,,Plurimarum; cognitarum; peregrinorum; animalium; descriptiones,https://bibdigital.rjb.csic.es/records/item/13494-curae-posteriores,,Si,Latín,Monografía,Ciencias de la vida,Se divide en dos partes,,,,
"Cobo P, Bernabé",Historia del nuevo mundo,1890,1,1,530,530,,Historia; nuevo mundo,http://bibliotecadigital.aecid.es/bibliodig/es/consulta/registro.cmd?id=579,,Sí,Español,Monografía,Ciencias de la vida,4 volumenes en total,,1,,
"Cogniaux, Alfred",Notice sur es cucurbitacées austro-américaines de M.Ed André,1880,49,189,201,13,,Notice; cucurbitacées; austro-americaines,https://www.biodiversitylibrary.org/item/111248#page/196/mode/1up,,Sí,Francés,Artículo,Ciencias de la vida,Serie 2,,,,
"Cogniaux, Alfred; Theodor Harms, Hermann August",Cucurbitaceae,1924,3,325,951,600,,Cucurbitaceae,https://www.biodiversitylibrary.org/item/100120#page/328/mode/1up,,Sí,Francés,Artículo,Ciencias de la vida,,,3,,
"Coindet, León Alexande Hippolyte",Le mexique consideré au point de vue medicochirurgical,1867,,1,668,668,,Mexique; consideré; point de vue; medicochirurgical,https://archive.org/details/BIUSante_35476/page/n7,,Sí,Francés,Monografía,Ciencias de la vida,Se divide en dos partes,,1,,
"Coindet, León Alexande Hippolyte",La medicine au Mexique,,1,351,365,14,,Medicine; Mexique,,,No,Francés,Artículo,Ciencias de la vida,,,1,,
"Colla, Luigi Aloysius",Storia e deser del cactus seniis,1838,,1,10,10,,Storia; deser; cactus; seniis,,,No,Italiano,,Ciencias de la vida,,,,,
"Colla, Luigi Aloysius",Nuovas sp de Caloncytion del Messico,1840,,1,15,15,,Nuovas; Caloncytion; Messico,,,No,Italiano,,Ciencias de la vida,,,,,
"Colladón, Frederic Theodore Louis","Histoire Naturelle Et Médicale Des Casses, Et Particulièrement De La Casse Et Des Sénés Employés En Médecine",1816,,,,,,Histoire naturelle; Médicale ; Casses; Médecine,,,No,Francés,,Ciencias de la vida,,,,,
"Colmeiro y Penido, Miguel","Ensayo histórico sobre los progresos de la Botánica desde su origen hasta el dia, considerados más especialmente con relacion a España",1842,,1,71,71,,Ensayo; botánica; España,https://bibdigital.rjb.csic.es/viewer/16225/?offset=#page=9&viewer=picture&o=bookmark&n=0&q=,,Sí,Español,Monografía,Ciencias de la vida,,,,,
"Colmeiro y Penido, Miguel",La Botánica y los botánicos de la Península Hispano-Lusitana. Estudios bibliográficos y biográficos,1858,,1,216,216,,Botánica; botánicos; Hispano-lusita; estudios; bibiográficos; biográficos,http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=54&Pagina=3,,Sí,Español,Monografía,Ciencias de la vida,,,,,
"Colmeiro y Penido, Miguel","Diccionario de los diversos vulgares de muchas plantas usuales ó notables del antiguo y nuevo mundo, con la correspondencia científica y la indicacion abreviada de los usos é igualmente nombres de la familia à que pertenece cada planta.",1871,,1,235,235,,Diccionario; plantas; usuales; notables; antiguo; nuevo mundo,https://archive.org/details/diccionariodelos00colmuoft/page/n5,,Sí,Español,Fuente secundaria,Ciencias de la vida,,,,,
"Colmeiro y Penido, Miguel","Primeras noticias acerca de la vegetación americana suministradas por el almirante Colón y los inmediatos continuadores de las investigacionas dirigidas al conocimiento de las plantas, con un resumen de las expediciones botánicas de los españoles",1892,,1,59,59,,Noticias; vegetación; americana,https://www.biodiversitylibrary.org/item/20676#page/5/mode/1up,https://doi.org/10.5962/bhl.title.2767,Sí,Español,Monografía,Ciencias de la vida,,,,,
"Comero de Ledezma, Antonio",Chocolata Inda. Opusculum de qualitate & naturâ chocolatæ,1644,,1,224,224,,Chocolata Inda; opusculum; qualitate; naturâ ; chocolatæ,https://archive.org/details/chocolataindaopu00colm/page/n5,,Sí,Latín,Monografía,Ciencias de la vida,,,,,
"Colonna, Fabio","Minvs cognitarvm rariorvmqve nostro coelo orientivm stirpivm ekphrasis Qua non paucae ab Antiquioribus Theophrasto, Dioscoride, Plinio, Galeno alijsq[ue] descriptae, praeter illas etiam in Phytobasano editas disquiruntur ac declarantur. Item de aqvatilibvs aliisqve nonnvllis animalibvs libellus. Ad Ill.mum et Excell.mum Dnm. Martivm Colvmnam Zagarola et Columnae Ducem etc. Omnia fideliter ad vivum delineata, atque aeneis-Typis expressa cum indice in calce voluminis locupletissimo",1616,,1,42,42,,Rariorvmqve; Dioscórides; Plinio; Galeno; descriptae; Phytobasano,https://bibdigital.rjb.csic.es/idurl/1/13501,,Sí,Latín,Monografía,Ciencias de la vida,,,,,
"Commelino, Joanne","Horti medici Amstelodamensis rariorum Tam Orientalis, quàm Occidentalis Indiae, aliarumque Peregrinarum Plantarum Magno studio ac labore, sumptibus Civitatis Amstelodamensis, longâ annorum Serie collectarum, Descriptio et Icones Ad vivum aeri incisae",1697,1,1,220,220,,Horti; Amstelodamensis ; Occidentalis; Indiae; Peregrinarum ; Plantarum,https://bibdigital.rjb.csic.es/viewer/13563/?offset=#page=5&viewer=picture&o=bookmark&n=0&q=,,Si,Latín,Monografía,Ciencias de la vida,2 partes en total,,,,
"Commelin, Caspari",Horti Medici Amstelaedamensis plantae rariores et exoticae Ad vivum aeri incisae,1716,,1,48,48,,Horti Medici ; plantae ; rariores; exoticae,https://bibdigital.rjb.csic.es/viewer/13509/?offset=#page=3&viewer=picture&o=bookmark&n=0&q=,,Si,Latín,Monografía,Ciencias de la vida,,,,,
"Comolli, Giuseppe",Plantarum a Josepho Comollio M.D. in Lariensi provincia lectarum enumeratio : quam ipse in botanophilorum usu atque commodo exhibet uti prodromum Florae comensis.,1824,,1,208,208,,Plantarum; lariensi; enumeratio,https://www.worldcat.org/title/plantarum-a-josepho-comollio-md-in-lariensi-provincia-lectarum-enumeratio-quam-ipse-in-botanophilorum-usu-atque-commodo-exhibet-uti-prodromum-florae-comensis/oclc/4828040,,No,Latín,Monografía,Ciencias de la vida,,,,,
"Comolli, Giuseppe",Flora comensis,1826,,1,10,10,,Flora comensis,"https://books.google.com.mx/books?id=qtVfAAAAcAAJ&pg=PA1&lpg=PA1&dq=Flora+comensis+Comolli,+Giuseppe&source=bl&ots=S9EQd6ZqeC&sig=ACfU3U3BGnuUH-aQdw_xu25NsWQ1sUJoLA&hl=es-419&sa=X&ved=2ahUKEwjh36nW8ezsAhUJOs0KHdrzBrEQ6AEwEnoECAcQAg#v=onepage&q=Flora%20comensis%20Comolli%2C%20Giuseppe&f=false",,Si,Latín,Monografía,Ciencias de la vida,,,,,
"Comoto Pérez, Florencio","Discurso inagural leido en el Jardín botánico de México en el año 1811, dedicado a la Sociedad de Guatemala",,,,,,,Discurso; Jardín botánico; México; Guatemala,,,No,Español,,Ciencias de la vida,,,,,
"Conzatti, Cassiano",Clave analítica para la determinación de las familias de las plantas fanerogamas que nacen silvestres y cultivadas en México,1889,,1,58,58,,Clave analítica; familias; plantas; fanerogamas; México,https://archive.org/details/claveanaliticapa00conz/page/n7,,Sí,Español,Monografía,Ciencias de la vida,,,,,
"Conzatti, Cassiano; Smith C, Lucio",Flora Sinóptica Mexicana,1909,,1,335,335,,Flora; mexicana,https://archive.org/details/b28123918/page/n3/mode/2up,,Sí,Español,Monografía,Ciencias de la vida,,2,,,
"Cordero, Juan",El mango y el Zapote,,2,16,,,,Mango; Zapote,,,No,Español,Artículo,Ciencias de la vida,,,,2,
"Cordero, Manuel",Memoria sobre el cultivo del chile. Apuntes acerca de la historia y análisis química: clasficación de algunas especies y su descripción botánica.,1870,1,358,360,3,,Memoria; Chile; apuntes; historia; análisis; clasificación; especies; botánica,https://www.biodiversitylibrary.org/item/123566#page/446/mode/1up,,Si,Español,Artículo,Ciencias de la vida,1ra serie,,1,,
"Cordero, Manuel",Apuntes sobre el Chahuiztli,1876,3,216,221,6,,Apuntes; Chahuiztli,https://www.biodiversitylibrary.org/item/49853#page/232/mode/1up,,Si,Español,Artículo,Ciencias de la vida,1ra serie,,3,,
"Cordero, Manuel",La Vainilla,1890,2,1,,,,Vainilla,,,No,Español,Artículo,Ciencias de la vida,,,2,,
"Cordero y Hoyos, Francisco",Vitalidad de las plantas,1866,2,273,281,9,,Vitalidad; plantas,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999432;view=1up;seq=289,,Sí,Español,Artículo,Ciencias de la vida,,,2,18,
"Cordero , Miguel",Sobre una nueva aplicación del principio activo de la mentha piperita,1885,20,125,125,1,,Aplicación; principio; metha piperita,https://catalog.hathitrust.org/Record/000635467,,No,Español,Artículo,Ciencias de la vida,,,20,,
"Cordero, Manuel",Apuntes para el estudio de la Spigeia longifora,1891,,,,,,Apuntes; estudio; Spigeia longifora,,,No,Español,Monografía,Ciencias de la vida,,,,,
"Cortez, Hernán","Historia de la Nueva España, escrita por la esclarecido conquistador Hernán Cortés aumentada con otros documentos y notas",1770,,1,400,400,,Historia; Nueva España; Hernán Cortes,https://books.google.com.mx/books?id=_-IJIe7WiuYC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Si,Español,Monografía,Ciencias de la vida,,,,,
"Cota, Federico",Algo sobre Zihualpatl,1884,,,,,,Zihualpatl,,,No,Español,Monografía,Ciencias de la vida,,,,,
"Covarrubias, Gaspar de","Relación de la comarca y minas de Temascaltepec, hecha en 1579",1889,3,204,204,1,,Comarca; Temascaltepec,,,No,Español,Artículo,Ciencias de la vida,,,3,,
"Cruz, Manuel E",Cultivo del cacao en Pinchucalco,,1,10,10,1,,Cultivo; cacao; Pinchucalco,,,No,Español,Artículo,Ciencias de la vida,,,1,1,
"Covarrubias, Luis F.",El monacillo,1891,,1,23,23,,Monacillo,,,No,Español,Monografía,Ciencias de la vida,,,,,
"Cuilty, Carlos",Breve estudio sobre el Capulincillo de Querétaro,1887,,,,,,Estudio; Capulincillo; Querétaro,,,No,Español,Monografía,Ciencias de la vida,"Reimpresa en monografias de ""El estudio""",,,,
"Cupani, Francesco",Hortus catholicus sive catalogus plantarum quae in horto botanico Misilmeriensi D. Josephi Principis Catholicae reperiuntu,1697,,1,262,262,,Hortus ; catholicus; catalogus; plantarum ; botanico,https://books.google.com.mx/books?id=Pg5fAAAAcAAJ&pg=PP21&lpg=PP21&dq=Hortus+catholicus+s.il.+et.+exc.+Principis+catholicae...&source=bl&ots=E1UmRIZ5XX&sig=uuU-HE0-tdfmfyL0aVjx38ULw4s&hl=es-419&sa=X&ved=2ahUKEwjFwPS0lL7eAhUMX60KHTqDBDcQ6AEwAXoECAEQAQ#v=onepage&q&f=false,,Sí,Latín,Monografía,Ciencias de la vida,Suplemento de 95 hojas,,,,
"Curtis, William; Hoker Dalton, Joseph","Curtis's botanical magazine, illustrating and describing plants of the ropal botanic gardens and rew, and of other botanical establishments",1787,15-16,505,596,596,,Botanical magazine; illustrating; describing; plants; botanic gardens,https://www.biodiversitylibrary.org/bibliography/706#/summary,,Sí,Inglés,,Ciencias de la vida,"146 volumenes en total, inlcuye índice",,,,
"Chabraeus, Dominico",Omnium Stirpium Sciagraphia et icones.,1677,,1,661,661,,Omnium; sciagraphia; icones,https://books.google.com.mx/books?id=-qlkAAAAcAAJ&pg=RA1-PA242&lpg=RA1-PA242&dq=Omnium+Stirpium+Sciagraphia+et+icones...&source=bl&ots=xoe8yv0evZ&sig=_JvsEjrDaqNeXUQWZospzTk4TLs&hl=es-419&sa=X&ved=2ahUKEwiC96WPmL7eAhVJSK0KHTrtCNkQ6AEwCXoECAkQAQ#v=onepage&q&f=false,,Sí,Latín,Monografía,Ciencias de la vida,,,,,
"Chaloner y Fleming, Liverpool","The Mahogany Tree. Its Botanical Character, Qualities and Uses, with Practical Suggestions for Selecting and Cutting it in the Regions of Its Growth, in the West Indies and Central America; with Notices of the Projected Interoceanic Communications of Panama, Nicaragua, and Tehuantepec",1850,,1,117,117,,The Mahogany tree; botanical character; qualities; uses; Regions; Indies; Central America,https://books.google.com.mx/books/about/The_Mahogany_Tree.html?id=WRUAAAAAQAAJ&redir_esc=y,,No,Inglés,Monografía,Ciencias de la vida,,,,,
